h,a,s1,s2,f1,f2,c,ogfos,ec1,ec2,ec3,ec4
10.00,30.00,9.00,3.00,25.00,25.00,20.00,2.00,0.00,0.00,0.00,0.00
10.00,30.00,9.00,3.00,30.00,15.00,0.10,1.06,0.00,0.00,0.00,0.00
10.00,30.00,9.00,3.00,30.00,15.00,10.00,1.73,0.00,0.00,0.00,0.00
10.00,30.00,9.00,3.00,30.00,15.00,20.00,2.06,0.00,0.00,0.00,0.00
10.00,30.00,9.00,3.00,30.00,20.00,0.10,1.06,0.00,0.00,0.00,0.00
10.00,30.00,9.00,3.00,30.00,20.00,10.00,1.82,0.00,0.00,0.00,0.00
10.00,30.00,9.00,3.00,30.00,20.00,20.00,2.27,0.00,0.00,0.00,0.00
10.00,30.00,9.00,3.00,30.00,25.00,0.10,1.06,0.00,0.00,0.00,0.00
10.00,30.00,9.00,3.00,30.00,25.00,10.00,1.82,0.00,0.00,0.00,0.00
10.00,30.00,9.00,3.00,30.00,25.00,20.00,2.27,0.00,0.00,0.00,0.00
10.00,30.00,9.00,3.00,35.00,15.00,0.10,1.27,0.00,0.00,0.00,0.00
10.00,30.00,9.00,3.00,35.00,15.00,10.00,1.91,0.00,0.00,0.00,0.00
10.00,30.00,9.00,3.00,35.00,15.00,20.00,2.24,0.00,0.00,0.00,0.00
10.00,30.00,9.00,3.00,35.00,20.00,0.10,1.27,0.00,0.00,0.00,0.00
10.00,30.00,9.00,3.00,35.00,20.00,10.00,2.08,0.00,0.00,0.00,0.00
10.00,30.00,9.00,3.00,35.00,20.00,20.00,2.45,0.00,0.00,0.00,0.00
10.00,30.00,9.00,3.00,35.00,25.00,0.10,1.27,0.00,0.00,0.00,0.00
10.00,30.00,9.00,3.00,35.00,25.00,10.00,2.08,0.00,0.00,0.00,0.00
10.00,30.00,9.00,3.00,35.00,25.00,20.00,2.57,0.00,0.00,0.00,0.00
10.00,30.00,9.00,6.00,25.00,15.00,0.10,0.87,20.62,482.50,2551.26,5014.95
10.00,30.00,9.00,6.00,25.00,15.00,10.00,1.51,0.00,0.00,0.00,0.00
10.00,30.00,9.00,6.00,25.00,15.00,20.00,1.83,0.00,0.00,0.00,0.00
10.00,30.00,9.00,6.00,25.00,20.00,0.10,0.87,20.62,482.50,1923.89,5014.95
10.00,30.00,9.00,6.00,25.00,20.00,10.00,1.57,0.00,0.00,0.00,0.00
10.00,30.00,9.00,6.00,25.00,20.00,20.00,2.00,0.00,0.00,0.00,0.00
10.00,30.00,9.00,6.00,25.00,25.00,0.10,0.87,20.62,482.50,1539.68,5014.95
10.00,30.00,9.00,6.00,25.00,25.00,10.00,1.57,0.00,0.00,0.00,0.00
10.00,30.00,9.00,6.00,25.00,25.00,20.00,2.00,0.00,0.00,0.00,0.00
10.00,30.00,9.00,6.00,30.00,15.00,0.10,1.06,0.00,0.00,0.00,0.00
10.00,30.00,9.00,6.00,30.00,15.00,10.00,1.61,0.00,0.00,0.00,0.00
10.00,30.00,9.00,6.00,30.00,15.00,20.00,1.93,0.00,0.00,0.00,0.00
10.00,30.00,9.00,6.00,30.00,20.00,0.10,1.06,0.00,0.00,0.00,0.00
10.00,30.00,9.00,6.00,30.00,20.00,10.00,1.82,0.00,0.00,0.00,0.00
10.00,30.00,9.00,6.00,30.00,20.00,20.00,2.20,0.00,0.00,0.00,0.00
10.00,30.00,9.00,6.00,30.00,25.00,0.10,1.06,0.00,0.00,0.00,0.00
10.00,30.00,9.00,6.00,30.00,25.00,10.00,1.82,0.00,0.00,0.00,0.00
10.00,30.00,9.00,6.00,30.00,25.00,20.00,2.27,0.00,0.00,0.00,0.00
10.00,30.00,9.00,6.00,35.00,15.00,0.10,1.27,0.00,0.00,0.00,0.00
10.00,30.00,9.00,6.00,35.00,15.00,10.00,1.72,0.00,0.00,0.00,0.00
10.00,30.00,9.00,6.00,35.00,15.00,20.00,2.04,0.00,0.00,0.00,0.00
10.00,30.00,9.00,6.00,35.00,20.00,0.10,1.27,0.00,0.00,0.00,0.00
10.00,30.00,9.00,6.00,35.00,20.00,10.00,2.00,0.00,0.00,0.00,0.00
10.00,30.00,9.00,6.00,35.00,20.00,20.00,2.32,0.00,0.00,0.00,0.00
10.00,30.00,9.00,6.00,35.00,25.00,0.10,1.27,0.00,0.00,0.00,0.00
10.00,30.00,9.00,6.00,35.00,25.00,10.00,2.08,0.00,0.00,0.00,0.00
10.00,30.00,9.00,6.00,35.00,25.00,20.00,2.57,0.00,0.00,0.00,0.00
10.00,30.00,9.00,9.00,25.00,15.00,0.10,0.87,20.62,482.50,2551.26,5014.95
10.00,30.00,9.00,9.00,25.00,15.00,10.00,1.51,0.00,0.00,0.00,0.00
10.00,30.00,9.00,9.00,25.00,15.00,20.00,1.81,0.00,0.00,0.00,0.00
10.00,30.00,9.00,9.00,25.00,20.00,0.10,0.87,20.62,482.50,1923.89,5014.95
10.00,30.00,9.00,9.00,25.00,20.00,10.00,1.57,0.00,0.00,0.00,0.00
10.00,30.00,9.00,9.00,25.00,20.00,20.00,2.00,0.00,0.00,0.00,0.00
10.00,30.00,9.00,9.00,25.00,25.00,0.10,0.87,20.62,482.50,1539.68,5014.95
10.00,30.00,9.00,9.00,25.00,25.00,10.00,1.57,0.00,0.00,0.00,0.00
10.00,30.00,9.00,9.00,25.00,25.00,20.00,2.00,0.00,0.00,0.00,0.00
10.00,30.00,9.00,9.00,30.00,15.00,0.10,1.06,0.00,0.00,0.00,0.00
10.00,30.00,9.00,9.00,30.00,15.00,10.00,1.60,0.00,0.00,0.00,0.00
10.00,30.00,9.00,9.00,30.00,15.00,20.00,1.91,0.00,0.00,0.00,0.00
10.00,30.00,9.00,9.00,30.00,20.00,0.10,1.06,0.00,0.00,0.00,0.00
10.00,30.00,9.00,9.00,30.00,20.00,10.00,1.82,0.00,0.00,0.00,0.00
10.00,30.00,9.00,9.00,30.00,20.00,20.00,2.20,0.00,0.00,0.00,0.00
10.00,30.00,9.00,9.00,30.00,25.00,0.10,1.06,0.00,0.00,0.00,0.00
10.00,30.00,9.00,9.00,30.00,25.00,10.00,1.82,0.00,0.00,0.00,0.00
10.00,30.00,9.00,9.00,30.00,25.00,20.00,2.27,0.00,0.00,0.00,0.00
10.00,30.00,9.00,9.00,35.00,15.00,0.10,1.27,0.00,0.00,0.00,0.00
10.00,30.00,9.00,9.00,35.00,15.00,10.00,1.70,0.00,0.00,0.00,0.00
10.00,30.00,9.00,9.00,35.00,15.00,20.00,2.01,0.00,0.00,0.00,0.00
10.00,30.00,9.00,9.00,35.00,20.00,0.10,1.27,0.00,0.00,0.00,0.00
10.00,30.00,9.00,9.00,35.00,20.00,10.00,2.00,0.00,0.00,0.00,0.00
10.00,30.00,9.00,9.00,35.00,20.00,20.00,2.30,0.00,0.00,0.00,0.00
10.00,30.00,9.00,9.00,35.00,25.00,0.10,1.27,0.00,0.00,0.00,0.00
10.00,30.00,9.00,9.00,35.00,25.00,10.00,2.08,0.00,0.00,0.00,0.00
10.00,30.00,9.00,9.00,35.00,25.00,20.00,2.57,0.00,0.00,0.00,0.00
10.00,30.00,9.00,12.00,25.00,15.00,0.10,0.87,20.62,482.50,2551.26,5014.95
10.00,30.00,9.00,12.00,25.00,15.00,10.00,1.49,0.00,0.00,0.00,0.00
10.00,30.00,9.00,12.00,25.00,15.00,20.00,1.77,0.00,0.00,0.00,0.00
10.00,30.00,9.00,12.00,25.00,20.00,0.10,0.87,20.62,482.50,1923.89,5014.95
10.00,30.00,9.00,12.00,25.00,20.00,10.00,1.57,0.00,0.00,0.00,0.00
10.00,30.00,9.00,12.00,25.00,20.00,20.00,2.00,0.00,0.00,0.00,0.00
10.00,30.00,9.00,12.00,25.00,25.00,0.10,0.87,20.62,482.50,1539.68,5014.95
10.00,30.00,9.00,12.00,25.00,25.00,10.00,1.57,0.00,0.00,0.00,0.00
10.00,30.00,9.00,12.00,25.00,25.00,20.00,2.00,0.00,0.00,0.00,0.00
10.00,30.00,9.00,12.00,30.00,15.00,0.10,1.06,0.00,0.00,0.00,0.00
10.00,30.00,9.00,12.00,30.00,15.00,10.00,1.58,0.00,0.00,0.00,0.00
10.00,30.00,9.00,12.00,30.00,15.00,20.00,1.85,0.00,0.00,0.00,0.00
10.00,30.00,9.00,12.00,30.00,20.00,0.10,1.06,0.00,0.00,0.00,0.00
10.00,30.00,9.00,12.00,30.00,20.00,10.00,1.82,0.00,0.00,0.00,0.00
10.00,30.00,9.00,12.00,30.00,20.00,20.00,2.17,0.00,0.00,0.00,0.00
10.00,30.00,9.00,12.00,30.00,25.00,0.10,1.06,0.00,0.00,0.00,0.00
10.00,30.00,9.00,12.00,30.00,25.00,10.00,1.82,0.00,0.00,0.00,0.00
10.00,30.00,9.00,12.00,30.00,25.00,20.00,2.27,0.00,0.00,0.00,0.00
10.00,30.00,9.00,12.00,35.00,15.00,0.10,1.27,0.00,0.00,0.00,0.00
10.00,30.00,9.00,12.00,35.00,15.00,10.00,1.67,0.00,0.00,0.00,0.00
10.00,30.00,9.00,12.00,35.00,15.00,20.00,1.95,0.00,0.00,0.00,0.00
10.00,30.00,9.00,12.00,35.00,20.00,0.10,1.27,0.00,0.00,0.00,0.00
10.00,30.00,9.00,12.00,35.00,20.00,10.00,1.96,0.00,0.00,0.00,0.00
10.00,30.00,9.00,12.00,35.00,20.00,20.00,2.26,0.00,0.00,0.00,0.00
10.00,30.00,9.00,12.00,35.00,25.00,0.10,1.27,0.00,0.00,0.00,0.00
10.00,30.00,9.00,12.00,35.00,25.00,10.00,2.08,0.00,0.00,0.00,0.00
10.00,30.00,9.00,12.00,35.00,25.00,20.00,2.57,0.00,0.00,0.00,0.00
10.00,30.00,12.00,3.00,25.00,15.00,0.10,0.87,20.62,482.50,1539.68,5014.95
10.00,30.00,12.00,3.00,25.00,15.00,10.00,1.58,0.00,0.00,0.00,0.00
10.00,30.00,12.00,3.00,25.00,15.00,20.00,2.00,0.00,0.00,0.00,0.00
10.00,30.00,12.00,3.00,25.00,20.00,0.10,0.87,20.62,482.50,1539.68,5014.95
10.00,30.00,12.00,3.00,25.00,20.00,10.00,1.58,0.00,0.00,0.00,0.00
10.00,30.00,12.00,3.00,25.00,20.00,20.00,2.00,0.00,0.00,0.00,0.00
10.00,30.00,12.00,3.00,25.00,25.00,0.10,0.87,20.62,482.50,1539.68,5014.95
10.00,30.00,12.00,3.00,25.00,25.00,10.00,1.58,0.00,0.00,0.00,0.00
10.00,30.00,12.00,3.00,25.00,25.00,20.00,2.00,0.00,0.00,0.00,0.00
10.00,30.00,12.00,3.00,30.00,15.00,0.10,1.06,0.00,0.00,0.00,0.00
10.00,30.00,12.00,3.00,30.00,15.00,10.00,1.82,0.00,0.00,0.00,0.00
10.00,30.00,12.00,3.00,30.00,15.00,20.00,2.28,0.00,0.00,0.00,0.00
10.00,30.00,12.00,3.00,30.00,20.00,0.10,1.06,0.00,0.00,0.00,0.00
10.00,30.00,12.00,3.00,30.00,20.00,10.00,1.82,0.00,0.00,0.00,0.00
10.00,30.00,12.00,3.00,30.00,20.00,20.00,2.28,0.00,0.00,0.00,0.00
10.00,30.00,12.00,3.00,30.00,25.00,0.10,1.06,0.00,0.00,0.00,0.00
10.00,30.00,12.00,3.00,30.00,25.00,10.00,1.82,0.00,0.00,0.00,0.00
10.00,30.00,12.00,3.00,30.00,25.00,20.00,2.28,0.00,0.00,0.00,0.00
10.00,30.00,12.00,3.00,35.00,15.00,0.10,1.27,0.00,0.00,0.00,0.00
10.00,30.00,12.00,3.00,35.00,15.00,10.00,2.08,0.00,0.00,0.00,0.00
10.00,30.00,12.00,3.00,35.00,15.00,20.00,2.58,0.00,0.00,0.00,0.00
10.00,30.00,12.00,3.00,35.00,20.00,0.10,1.27,0.00,0.00,0.00,0.00
10.00,30.00,12.00,3.00,35.00,20.00,10.00,2.08,0.00,0.00,0.00,0.00
10.00,30.00,12.00,3.00,35.00,20.00,20.00,2.58,0.00,0.00,0.00,0.00
10.00,30.00,12.00,3.00,35.00,25.00,0.10,1.27,0.00,0.00,0.00,0.00
10.00,30.00,12.00,3.00,35.00,25.00,10.00,2.08,0.00,0.00,0.00,0.00
10.00,30.00,12.00,3.00,35.00,25.00,20.00,2.58,0.00,0.00,0.00,0.00
10.00,30.00,12.00,6.00,25.00,15.00,0.10,0.87,20.62,482.50,1539.68,5014.95
10.00,30.00,12.00,6.00,25.00,15.00,10.00,1.58,0.00,0.00,0.00,0.00
10.00,30.00,12.00,6.00,25.00,15.00,20.00,2.00,0.00,0.00,0.00,0.00
10.00,30.00,12.00,6.00,25.00,20.00,0.10,0.87,20.62,482.50,1539.68,5014.95
10.00,30.00,12.00,6.00,25.00,20.00,10.00,1.58,0.00,0.00,0.00,0.00
10.00,30.00,12.00,6.00,25.00,20.00,20.00,2.00,0.00,0.00,0.00,0.00
10.00,30.00,12.00,6.00,25.00,25.00,0.10,0.87,20.62,482.50,1539.68,5014.95
10.00,30.00,12.00,6.00,25.00,25.00,10.00,1.58,0.00,0.00,0.00,0.00
10.00,30.00,12.00,6.00,25.00,25.00,20.00,2.00,0.00,0.00,0.00,0.00
10.00,30.00,12.00,6.00,30.00,15.00,0.10,1.06,0.00,0.00,0.00,0.00
10.00,30.00,12.00,6.00,30.00,15.00,10.00,1.82,0.00,0.00,0.00,0.00
10.00,30.00,12.00,6.00,30.00,15.00,20.00,2.25,0.00,0.00,0.00,0.00
10.00,30.00,12.00,6.00,30.00,20.00,0.10,1.06,0.00,0.00,0.00,0.00
10.00,30.00,12.00,6.00,30.00,20.00,10.00,1.82,0.00,0.00,0.00,0.00
10.00,30.00,12.00,6.00,30.00,20.00,20.00,2.28,0.00,0.00,0.00,0.00
10.00,30.00,12.00,6.00,30.00,25.00,0.10,1.06,0.00,0.00,0.00,0.00
10.00,30.00,12.00,6.00,30.00,25.00,10.00,1.82,0.00,0.00,0.00,0.00
10.00,30.00,12.00,6.00,30.00,25.00,20.00,2.28,0.00,0.00,0.00,0.00
10.00,30.00,12.00,6.00,35.00,15.00,0.10,1.27,0.00,0.00,0.00,0.00
10.00,30.00,12.00,6.00,35.00,15.00,10.00,2.08,0.00,0.00,0.00,0.00
10.00,30.00,12.00,6.00,35.00,15.00,20.00,2.41,0.00,0.00,0.00,0.00
10.00,30.00,12.00,6.00,35.00,20.00,0.10,1.27,0.00,0.00,0.00,0.00
10.00,30.00,12.00,6.00,35.00,20.00,10.00,2.08,0.00,0.00,0.00,0.00
10.00,30.00,12.00,6.00,35.00,20.00,20.00,2.58,0.00,0.00,0.00,0.00
10.00,30.00,12.00,6.00,35.00,25.00,0.10,1.27,0.00,0.00,0.00,0.00
10.00,30.00,12.00,6.00,35.00,25.00,10.00,2.08,0.00,0.00,0.00,0.00
10.00,30.00,12.00,6.00,35.00,25.00,20.00,2.58,0.00,0.00,0.00,0.00
10.00,30.00,12.00,9.00,25.00,15.00,0.10,0.87,20.62,482.50,1539.68,5014.95
10.00,30.00,12.00,9.00,25.00,15.00,10.00,1.58,0.00,0.00,0.00,0.00
10.00,30.00,12.00,9.00,25.00,15.00,20.00,2.00,0.00,0.00,0.00,0.00
10.00,30.00,12.00,9.00,25.00,20.00,0.10,0.87,20.62,482.50,1539.68,5014.95
10.00,30.00,12.00,9.00,25.00,20.00,10.00,1.58,0.00,0.00,0.00,0.00
10.00,30.00,12.00,9.00,25.00,20.00,20.00,2.00,0.00,0.00,0.00,0.00
10.00,30.00,12.00,9.00,25.00,25.00,0.10,0.87,20.62,482.50,1539.68,5014.95
10.00,30.00,12.00,9.00,25.00,25.00,10.00,1.58,0.00,0.00,0.00,0.00
10.00,30.00,12.00,9.00,25.00,25.00,20.00,2.00,0.00,0.00,0.00,0.00
10.00,30.00,12.00,9.00,30.00,15.00,0.10,1.06,0.00,0.00,0.00,0.00
10.00,30.00,12.00,9.00,30.00,15.00,10.00,1.82,0.00,0.00,0.00,0.00
10.00,30.00,12.00,9.00,30.00,15.00,20.00,2.21,0.00,0.00,0.00,0.00
10.00,30.00,12.00,9.00,30.00,20.00,0.10,1.06,0.00,0.00,0.00,0.00
10.00,30.00,12.00,9.00,30.00,20.00,10.00,1.82,0.00,0.00,0.00,0.00
10.00,30.00,12.00,9.00,30.00,20.00,20.00,2.28,0.00,0.00,0.00,0.00
10.00,30.00,12.00,9.00,30.00,25.00,0.10,1.06,0.00,0.00,0.00,0.00
10.00,30.00,12.00,9.00,30.00,25.00,10.00,1.82,0.00,0.00,0.00,0.00
10.00,30.00,12.00,9.00,30.00,25.00,20.00,2.28,0.00,0.00,0.00,0.00
10.00,30.00,12.00,9.00,35.00,15.00,0.10,1.27,0.00,0.00,0.00,0.00
10.00,30.00,12.00,9.00,35.00,15.00,10.00,2.05,0.00,0.00,0.00,0.00
10.00,30.00,12.00,9.00,35.00,15.00,20.00,2.35,0.00,0.00,0.00,0.00
10.00,30.00,12.00,9.00,35.00,20.00,0.10,1.27,0.00,0.00,0.00,0.00
10.00,30.00,12.00,9.00,35.00,20.00,10.00,2.08,0.00,0.00,0.00,0.00
10.00,30.00,12.00,9.00,35.00,20.00,20.00,2.58,0.00,0.00,0.00,0.00
10.00,30.00,12.00,9.00,35.00,25.00,0.10,1.27,0.00,0.00,0.00,0.00
10.00,30.00,12.00,9.00,35.00,25.00,10.00,2.08,0.00,0.00,0.00,0.00
10.00,30.00,12.00,9.00,35.00,25.00,20.00,2.58,0.00,0.00,0.00,0.00
10.00,30.00,12.00,12.00,25.00,15.00,0.10,0.87,20.62,482.50,1539.68,5014.95
10.00,30.00,12.00,12.00,25.00,15.00,10.00,1.58,0.00,0.00,0.00,0.00
10.00,30.00,12.00,12.00,25.00,15.00,20.00,2.00,0.00,0.00,0.00,0.00
10.00,30.00,12.00,12.00,25.00,20.00,0.10,0.87,20.62,482.50,1539.68,5014.95
10.00,30.00,12.00,12.00,25.00,20.00,10.00,1.58,0.00,0.00,0.00,0.00
10.00,30.00,12.00,12.00,25.00,20.00,20.00,2.00,0.00,0.00,0.00,0.00
10.00,30.00,12.00,12.00,25.00,25.00,0.10,0.87,20.62,482.50,1539.68,5014.95
10.00,30.00,12.00,12.00,25.00,25.00,10.00,1.58,0.00,0.00,0.00,0.00
10.00,30.00,12.00,12.00,25.00,25.00,20.00,2.00,0.00,0.00,0.00,0.00
10.00,30.00,12.00,12.00,30.00,15.00,0.10,1.06,0.00,0.00,0.00,0.00
10.00,30.00,12.00,12.00,30.00,15.00,10.00,1.82,0.00,0.00,0.00,0.00
10.00,30.00,12.00,12.00,30.00,15.00,20.00,2.13,0.00,0.00,0.00,0.00
10.00,30.00,12.00,12.00,30.00,20.00,0.10,1.06,0.00,0.00,0.00,0.00
10.00,30.00,12.00,12.00,30.00,20.00,10.00,1.82,0.00,0.00,0.00,0.00
10.00,30.00,12.00,12.00,30.00,20.00,20.00,2.28,0.00,0.00,0.00,0.00
10.00,30.00,12.00,12.00,30.00,25.00,0.10,1.06,0.00,0.00,0.00,0.00
10.00,30.00,12.00,12.00,30.00,25.00,10.00,1.82,0.00,0.00,0.00,0.00
10.00,30.00,12.00,12.00,30.00,25.00,20.00,2.28,0.00,0.00,0.00,0.00
10.00,30.00,12.00,12.00,35.00,15.00,0.10,1.27,0.00,0.00,0.00,0.00
10.00,30.00,12.00,12.00,35.00,15.00,10.00,1.98,0.00,0.00,0.00,0.00
10.00,30.00,12.00,12.00,35.00,15.00,20.00,2.25,0.00,0.00,0.00,0.00
10.00,30.00,12.00,12.00,35.00,20.00,0.10,1.27,0.00,0.00,0.00,0.00
10.00,30.00,12.00,12.00,35.00,20.00,10.00,2.08,0.00,0.00,0.00,0.00
10.00,30.00,12.00,12.00,35.00,20.00,20.00,2.58,0.00,0.00,0.00,0.00
10.00,30.00,12.00,12.00,35.00,25.00,0.10,1.27,0.00,0.00,0.00,0.00
10.00,30.00,12.00,12.00,35.00,25.00,10.00,2.08,0.00,0.00,0.00,0.00
10.00,30.00,12.00,12.00,35.00,25.00,20.00,2.58,0.00,0.00,0.00,0.00
10.00,40.00,3.00,3.00,25.00,15.00,0.10,0.46,77.79,1501.27,1485.65,4960.92
10.00,40.00,3.00,3.00,25.00,15.00,10.00,0.85,11.82,750.64,1485.65,4960.92
10.00,40.00,3.00,3.00,25.00,15.00,20.00,1.25,0.00,0.00,0.00,0.00
10.00,40.00,3.00,3.00,25.00,20.00,0.10,0.59,47.64,1125.96,1485.65,4960.92
10.00,40.00,3.00,3.00,25.00,20.00,10.00,0.97,11.82,375.32,1485.65,4960.92
10.00,40.00,3.00,3.00,25.00,20.00,20.00,1.36,0.00,0.00,0.00,0.00
10.00,40.00,3.00,3.00,25.00,25.00,0.10,0.63,47.64,1125.96,1485.65,4960.92
10.00,40.00,3.00,3.00,25.00,25.00,10.00,1.10,0.00,0.00,0.00,0.00
10.00,40.00,3.00,3.00,25.00,25.00,20.00,1.41,0.00,0.00,0.00,0.00
10.00,40.00,3.00,3.00,30.00,15.00,0.10,0.49,47.64,1125.96,1335.29,3754.17
10.00,40.00,3.00,3.00,30.00,15.00,10.00,0.88,11.82,750.64,1335.29,3754.17
10.00,40.00,3.00,3.00,30.00,15.00,20.00,1.27,0.00,0.00,0.00,0.00
10.00,40.00,3.00,3.00,30.00,20.00,0.10,0.61,27.01,750.64,1335.29,3754.17
10.00,40.00,3.00,3.00,30.00,20.00,10.00,1.00,0.00,0.00,0.00,0.00
10.00,40.00,3.00,3.00,30.00,20.00,20.00,1.39,0.00,0.00,0.00,0.00
10.00,40.00,3.00,3.00,30.00,25.00,0.10,0.74,27.01,750.64,1335.29,3754.17
10.00,40.00,3.00,3.00,30.00,25.00,10.00,1.13,0.00,0.00,0.00,0.00
10.00,40.00,3.00,3.00,30.00,25.00,20.00,1.52,0.00,0.00,0.00,0.00
10.00,40.00,3.00,3.00,35.00,15.00,0.10,0.52,47.64,1125.96,1215.69,2970.89
10.00,40.00,3.00,3.00,35.00,15.00,10.00,0.91,11.82,375.32,1215.69,2970.89
10.00,40.00,3.00,3.00,35.00,15.00,20.00,1.30,0.00,0.00,0.00,0.00
10.00,40.00,3.00,3.00,35.00,20.00,0.10,0.65,27.01,750.64,1215.69,2970.89
10.00,40.00,3.00,3.00,35.00,20.00,10.00,1.03,0.00,0.00,0.00,0.00
10.00,40.00,3.00,3.00,35.00,20.00,20.00,1.42,0.00,0.00,0.00,0.00
10.00,40.00,3.00,3.00,35.00,25.00,0.10,0.78,27.01,750.64,1215.69,2970.89
10.00,40.00,3.00,3.00,35.00,25.00,10.00,1.16,0.00,0.00,0.00,0.00
10.00,40.00,3.00,3.00,35.00,25.00,20.00,1.56,0.00,0.00,0.00,0.00
10.00,40.00,3.00,6.00,25.00,15.00,0.10,0.46,77.79,2251.91,1485.65,4960.92
10.00,40.00,3.00,6.00,25.00,15.00,10.00,0.79,27.01,1125.96,1485.65,4960.92
10.00,40.00,3.00,6.00,25.00,15.00,20.00,1.10,0.00,0.00,0.00,0.00
10.00,40.00,3.00,6.00,25.00,20.00,0.10,0.59,47.64,1501.27,1485.65,4960.92
10.00,40.00,3.00,6.00,25.00,20.00,10.00,0.94,11.82,750.64,1485.65,4960.92
10.00,40.00,3.00,6.00,25.00,20.00,20.00,1.25,0.00,0.00,0.00,0.00
10.00,40.00,3.00,6.00,25.00,25.00,0.10,0.63,47.64,1125.96,1485.65,4960.92
10.00,40.00,3.00,6.00,25.00,25.00,10.00,1.10,0.00,0.00,0.00,0.00
10.00,40.00,3.00,6.00,25.00,25.00,20.00,1.41,0.00,0.00,0.00,0.00
10.00,40.00,3.00,6.00,30.00,15.00,0.10,0.49,47.64,1876.59,1335.29,3754.17
10.00,40.00,3.00,6.00,30.00,15.00,10.00,0.81,27.01,750.64,1335.29,3754.17
10.00,40.00,3.00,6.00,30.00,15.00,20.00,1.12,0.00,0.00,0.00,0.00
10.00,40.00,3.00,6.00,30.00,20.00,0.10,0.61,47.64,1125.96,1335.29,3754.17
10.00,40.00,3.00,6.00,30.00,20.00,10.00,0.96,11.82,750.64,1335.29,3754.17
10.00,40.00,3.00,6.00,30.00,20.00,20.00,1.27,0.00,0.00,0.00,0.00
10.00,40.00,3.00,6.00,30.00,25.00,0.10,0.74,27.01,750.64,1335.29,3754.17
10.00,40.00,3.00,6.00,30.00,25.00,10.00,1.12,0.00,0.00,0.00,0.00
10.00,40.00,3.00,6.00,30.00,25.00,20.00,1.43,0.00,0.00,0.00,0.00
10.00,40.00,3.00,6.00,35.00,15.00,0.10,0.52,47.64,1501.27,1215.69,2970.89
10.00,40.00,3.00,6.00,35.00,15.00,10.00,0.83,11.82,750.64,1215.69,2970.89
10.00,40.00,3.00,6.00,35.00,15.00,20.00,1.14,0.00,0.00,0.00,0.00
10.00,40.00,3.00,6.00,35.00,20.00,0.10,0.65,27.01,1125.96,1215.69,2970.89
10.00,40.00,3.00,6.00,35.00,20.00,10.00,0.98,11.82,375.32,1215.69,2970.89
10.00,40.00,3.00,6.00,35.00,20.00,20.00,1.29,0.00,0.00,0.00,0.00
10.00,40.00,3.00,6.00,35.00,25.00,0.10,0.78,27.01,750.64,1215.69,2970.89
10.00,40.00,3.00,6.00,35.00,25.00,10.00,1.14,0.00,0.00,0.00,0.00
10.00,40.00,3.00,6.00,35.00,25.00,20.00,1.45,0.00,0.00,0.00,0.00
10.00,40.00,3.00,9.00,25.00,15.00,0.10,0.46,77.79,2251.91,2497.23,4960.92
10.00,40.00,3.00,9.00,25.00,15.00,10.00,0.79,27.01,1125.96,2497.23,4960.92
10.00,40.00,3.00,9.00,25.00,15.00,20.00,1.05,0.00,0.00,0.00,0.00
10.00,40.00,3.00,9.00,25.00,20.00,0.10,0.59,47.64,1501.27,1869.86,4960.92
10.00,40.00,3.00,9.00,25.00,20.00,10.00,0.94,11.82,750.64,1869.86,4960.92
10.00,40.00,3.00,9.00,25.00,20.00,20.00,1.22,0.00,0.00,0.00,0.00
10.00,40.00,3.00,9.00,25.00,25.00,0.10,0.63,47.64,1125.96,1485.65,4960.92
10.00,40.00,3.00,9.00,25.00,25.00,10.00,1.10,0.00,0.00,0.00,0.00
10.00,40.00,3.00,9.00,25.00,25.00,20.00,1.41,0.00,0.00,0.00,0.00
10.00,40.00,3.00,9.00,30.00,15.00,0.10,0.49,77.79,1876.59,2072.28,3754.17
10.00,40.00,3.00,9.00,30.00,15.00,10.00,0.81,27.01,1125.96,2072.28,3754.17
10.00,40.00,3.00,9.00,30.00,15.00,20.00,1.07,0.00,0.00,0.00,0.00
10.00,40.00,3.00,9.00,30.00,20.00,0.10,0.61,47.64,1501.27,1557.02,3754.17
10.00,40.00,3.00,9.00,30.00,20.00,10.00,0.96,11.82,750.64,1557.02,3754.17
10.00,40.00,3.00,9.00,30.00,20.00,20.00,1.24,0.00,0.00,0.00,0.00
10.00,40.00,3.00,9.00,30.00,25.00,0.10,0.74,27.01,1125.96,1335.29,3754.17
10.00,40.00,3.00,9.00,30.00,25.00,10.00,1.12,0.00,0.00,0.00,0.00
10.00,40.00,3.00,9.00,30.00,25.00,20.00,1.42,0.00,0.00,0.00,0.00
10.00,40.00,3.00,9.00,35.00,15.00,0.10,0.52,47.64,1501.27,1706.99,2970.89
10.00,40.00,3.00,9.00,35.00,15.00,10.00,0.82,27.01,1125.96,1706.99,2970.89
10.00,40.00,3.00,9.00,35.00,15.00,20.00,1.08,0.00,0.00,0.00,0.00
10.00,40.00,3.00,9.00,35.00,20.00,0.10,0.65,47.64,1125.96,1288.10,2970.89
10.00,40.00,3.00,9.00,35.00,20.00,10.00,0.98,11.82,750.64,1288.10,2970.89
10.00,40.00,3.00,9.00,35.00,20.00,20.00,1.25,0.00,0.00,0.00,0.00
10.00,40.00,3.00,9.00,35.00,25.00,0.10,0.78,27.01,750.64,1215.69,2970.89
